TestsAffected, AS, LocationCode, Start, End, URL
150, AS47116, euhu, 2016-01-01, 2018-08-01, https://viz.measurementlab.net/location/euhu?aggr=month&isps=AS47116&start=2015-01-01&end=2018-08-01
150, AS48279, eu, 2012-09-01, 2017-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48279&start=2011-09-01&end=2017-03-01
150, AS59477, eusk, 2014-07-01, 2017-03-01, https://viz.measurementlab.net/location/eusk?aggr=month&isps=AS59477&start=2013-07-01&end=2017-03-01
150, AS8681, eugg, 2014-09-01, 2017-02-01, https://viz.measurementlab.net/location/eugg?aggr=month&isps=AS8681&start=2013-09-01&end=2017-02-01
150, AS9121, eutr32mersin, 2012-01-01, 2017-06-01, https://viz.measurementlab.net/location/eutr32mersin?aggr=month&isps=AS9121&start=2011-01-01&end=2017-06-01
151, AS10774x, nauscalacrescenta, 2012-08-01, 2015-11-01, https://viz.measurementlab.net/location/nauscalacrescenta?aggr=month&isps=AS10774x&start=2011-08-01&end=2015-11-01
151, AS10774x, nauscasantaclarita, 2011-12-01, 2014-04-01, https://viz.measurementlab.net/location/nauscasantaclarita?aggr=month&isps=AS10774x&start=2010-12-01&end=2014-04-01
151, AS10774x, nausncbrownssummit, 2013-03-01, 2019-04-01, https://viz.measurementlab.net/location/nausncbrownssummit?aggr=month&isps=AS10774x&start=2012-03-01&end=2019-04-01
151, AS10774x, naustxvidor, 2016-02-01, 2018-04-01, https://viz.measurementlab.net/location/naustxvidor?aggr=month&isps=AS10774x&start=2015-02-01&end=2018-04-01
151, AS10796x, nausnymorrisville, 2017-03-01, 2018-08-01, https://viz.measurementlab.net/location/nausnymorrisville?aggr=month&isps=AS10796x&start=2016-03-01&end=2018-08-01
151, AS11976, nausmorolla, 2013-01-01, 2015-11-01, https://viz.measurementlab.net/location/nausmorolla?aggr=month&isps=AS11976&start=2012-01-01&end=2015-11-01
151, AS12978, eutr59, 2013-08-01, 2016-11-01, https://viz.measurementlab.net/location/eutr59?aggr=month&isps=AS12978&start=2012-08-01&end=2016-11-01
151, AS13367x, nausilsteger, 2015-11-01, 2018-02-01, https://viz.measurementlab.net/location/nausilsteger?aggr=month&isps=AS13367x&start=2014-11-01&end=2018-02-01
151, AS13367x, nausschollywood, 2016-02-01, 2018-09-01, https://viz.measurementlab.net/location/nausschollywood?aggr=month&isps=AS13367x&start=2015-02-01&end=2018-09-01
151, AS16481, nausmababsonpark, 2016-06-01, 2019-02-01, https://viz.measurementlab.net/location/nausmababsonpark?aggr=month&isps=AS16481&start=2015-06-01&end=2019-02-01
151, AS16657, nausnybuffalo, 2015-07-01, 2017-07-01, https://viz.measurementlab.net/location/nausnybuffalo?aggr=month&isps=AS16657&start=2014-07-01&end=2017-07-01
151, AS196797, euru, 2015-11-01, 2017-10-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS196797&start=2014-11-01&end=2017-10-01
151, AS20115, nauswistoughton, 2012-05-01, 2015-12-01, https://viz.measurementlab.net/location/nauswistoughton?aggr=month&isps=AS20115&start=2011-05-01&end=2015-12-01
151, AS20161, nacabcvancouver, 2012-04-01, 2016-10-01, https://viz.measurementlab.net/location/nacabcvancouver?aggr=month&isps=AS20161&start=2011-04-01&end=2016-10-01
151, AS20625, euse, 2015-11-01, 2018-02-01, https://viz.measurementlab.net/location/euse?aggr=month&isps=AS20625&start=2014-11-01&end=2018-02-01
151, AS22328, nauscalosangeles, 2016-01-01, 2019-04-01, https://viz.measurementlab.net/location/nauscalosangeles?aggr=month&isps=AS22328&start=2015-01-01&end=2019-04-01
151, AS22773, nausgacenterville, 2016-04-01, 2018-10-01, https://viz.measurementlab.net/location/nausgacenterville?aggr=month&isps=AS22773&start=2015-04-01&end=2018-10-01
151, AS22995, nacaonprescott, 2017-01-01, 2018-09-01, https://viz.measurementlab.net/location/nacaonprescott?aggr=month&isps=AS22995&start=2016-01-01&end=2018-09-01
151, AS23550, napr, 2014-05-01, 2016-07-01, https://viz.measurementlab.net/location/napr?aggr=month&isps=AS23550&start=2013-05-01&end=2016-07-01
151, AS262750, sabr, 2015-06-01, 2017-09-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS262750&start=2014-06-01&end=2017-09-01
151, AS29148, eu, 2015-07-01, 2018-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS29148&start=2014-07-01&end=2018-05-01
151, AS34364, euru, 2015-06-01, 2017-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS34364&start=2014-06-01&end=2017-03-01
151, AS37126, aftz, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/aftz?aggr=month&isps=AS37126&start=2016-01-01&end=2019-04-01
151, AS41034, euru, 2016-10-01, 2019-04-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS41034&start=2015-10-01&end=2019-04-01
151, AS44651, euhu, 2017-01-01, 2019-03-01, https://viz.measurementlab.net/location/euhu?aggr=month&isps=AS44651&start=2016-01-01&end=2019-03-01
151, AS47568, euit, 2012-09-01, 2016-04-01, https://viz.measurementlab.net/location/euit?aggr=month&isps=AS47568&start=2011-09-01&end=2016-04-01
151, AS52761, sabr, 2016-04-01, 2017-11-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS52761&start=2015-04-01&end=2017-11-01
151, AS5760, nausmebath, 2016-06-01, 2019-04-01, https://viz.measurementlab.net/location/nausmebath?aggr=month&isps=AS5760&start=2015-06-01&end=2019-04-01
151, AS61169, eucz, 2016-07-01, 2018-09-01, https://viz.measurementlab.net/location/eucz?aggr=month&isps=AS61169&start=2015-07-01&end=2018-09-01
151, AS6189, nausmd, 2011-12-01, 2014-07-01, https://viz.measurementlab.net/location/nausmd?aggr=month&isps=AS6189&start=2010-12-01&end=2014-07-01
151, AS6389, nausgaaugusta, 2013-03-01, 2017-03-01, https://viz.measurementlab.net/location/nausgaaugusta?aggr=month&isps=AS6389&start=2012-03-01&end=2017-03-01
151, AS6389, nauslalakecharles, 2012-10-01, 2017-08-01, https://viz.measurementlab.net/location/nauslalakecharles?aggr=month&isps=AS6389&start=2011-10-01&end=2017-08-01
152, AS10774x, nausmoqulin, 2014-11-01, 2019-02-01, https://viz.measurementlab.net/location/nausmoqulin?aggr=month&isps=AS10774x&start=2013-11-01&end=2019-02-01
152, AS10796x, nausksmission, 2011-05-01, 2013-09-01, https://viz.measurementlab.net/location/nausksmission?aggr=month&isps=AS10796x&start=2010-05-01&end=2013-09-01
152, AS14550, na, 2014-09-01, 2017-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS14550&start=2013-09-01&end=2017-04-01
152, AS15691, eu, 2016-04-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS15691&start=2015-04-01&end=2019-04-01
152, AS16276, nausnj, 2016-12-01, 2019-02-01, https://viz.measurementlab.net/location/nausnj?aggr=month&isps=AS16276&start=2015-12-01&end=2019-02-01
152, AS21011, euua, 2016-05-01, 2019-01-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS21011&start=2015-05-01&end=2019-01-01
152, AS22667, nausca, 2013-04-01, 2015-12-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS22667&start=2012-04-01&end=2015-12-01
152, AS22898, nausokoklahomacity, 2013-09-01, 2016-12-01, https://viz.measurementlab.net/location/nausokoklahomacity?aggr=month&isps=AS22898&start=2012-09-01&end=2016-12-01
152, AS23888, aspk, 2012-08-01, 2018-10-01, https://viz.measurementlab.net/location/aspk?aggr=month&isps=AS23888&start=2011-08-01&end=2018-10-01
152, AS2527, asjp32osaka, 2015-11-01, 2017-08-01, https://viz.measurementlab.net/location/asjp32osaka?aggr=month&isps=AS2527&start=2014-11-01&end=2017-08-01
152, AS25653, naus, 2011-12-01, 2014-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS25653&start=2010-12-01&end=2014-03-01
152, AS262606, sa, 2014-06-01, 2016-04-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262606&start=2013-06-01&end=2016-04-01
152, AS262760, sa, 2013-12-01, 2016-02-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262760&start=2012-12-01&end=2016-02-01
152, AS27826, sa, 2013-08-01, 2019-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS27826&start=2012-08-01&end=2019-01-01
152, AS31960, af, 2015-11-01, 2019-03-01, https://viz.measurementlab.net/location/af?aggr=month&isps=AS31960&start=2014-11-01&end=2019-03-01
152, AS32922, na, 2012-11-01, 2016-10-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS32922&start=2011-11-01&end=2016-10-01
152, AS33019, naus, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS33019&start=2015-09-01&end=2019-04-01
152, AS33623, naus, 2014-10-01, 2017-02-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS33623&start=2013-10-01&end=2017-02-01
152, AS35911, nacaqcchibougamau, 2013-06-01, 2017-07-01, https://viz.measurementlab.net/location/nacaqcchibougamau?aggr=month&isps=AS35911&start=2012-06-01&end=2017-07-01
152, AS36797, nausvaharrisonburg, 2012-09-01, 2016-10-01, https://viz.measurementlab.net/location/nausvaharrisonburg?aggr=month&isps=AS36797&start=2011-09-01&end=2016-10-01
152, AS38972, eu, 2015-08-01, 2018-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS38972&start=2014-08-01&end=2018-05-01
152, AS39875, eu, 2013-02-01, 2016-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS39875&start=2012-02-01&end=2016-05-01
152, AS44483, eu, 2016-08-01, 2018-08-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS44483&start=2015-08-01&end=2018-08-01
152, AS44728, euua26, 2014-02-01, 2017-07-01, https://viz.measurementlab.net/location/euua26?aggr=month&isps=AS44728&start=2013-02-01&end=2017-07-01
152, AS47283, eu, 2014-02-01, 2016-01-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS47283&start=2013-02-01&end=2016-01-01
152, AS48479, eu, 2017-01-01, 2018-08-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48479&start=2016-01-01&end=2018-08-01
152, AS48897, eu, 2015-08-01, 2017-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS48897&start=2014-08-01&end=2017-05-01
152, AS51784, euua, 2014-08-01, 2016-04-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS51784&start=2013-08-01&end=2016-04-01
152, AS5760, nausmeskowhegan, 2017-03-01, 2019-04-01, https://viz.measurementlab.net/location/nausmeskowhegan?aggr=month&isps=AS5760&start=2016-03-01&end=2019-04-01
152, AS577, nacaqcrawdon, 2016-11-01, 2019-04-01, https://viz.measurementlab.net/location/nacaqcrawdon?aggr=month&isps=AS577&start=2015-11-01&end=2019-04-01
152, AS58563, ascn, 2015-06-01, 2018-05-01, https://viz.measurementlab.net/location/ascn?aggr=month&isps=AS58563&start=2014-06-01&end=2018-05-01
152, AS58610, oc, 2017-10-01, 2019-04-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS58610&start=2016-10-01&end=2019-04-01
152, AS6536, nauswv, 2013-01-01, 2015-08-01, https://viz.measurementlab.net/location/nauswv?aggr=month&isps=AS6536&start=2012-01-01&end=2015-08-01
152, AS6653, nauscoouray, 2017-05-01, 2019-02-01, https://viz.measurementlab.net/location/nauscoouray?aggr=month&isps=AS6653&start=2016-05-01&end=2019-02-01
152, AS6724, eu, 2013-08-01, 2018-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS6724&start=2012-08-01&end=2018-02-01
152, AS7352, nausaz, 2013-02-01, 2016-01-01, https://viz.measurementlab.net/location/nausaz?aggr=month&isps=AS7352&start=2012-02-01&end=2016-01-01
152, AS7562, askr11, 2016-03-01, 2019-02-01, https://viz.measurementlab.net/location/askr11?aggr=month&isps=AS7562&start=2015-03-01&end=2019-02-01
153, AS10774x, naustxroundrock, 2012-11-01, 2014-11-01, https://viz.measurementlab.net/location/naustxroundrock?aggr=month&isps=AS10774x&start=2011-11-01&end=2014-11-01
153, AS10796x, nauswilittlechute, 2013-05-01, 2017-06-01, https://viz.measurementlab.net/location/nauswilittlechute?aggr=month&isps=AS10796x&start=2012-05-01&end=2017-06-01
153, AS11486x, nauspanewkensington, 2015-05-01, 2017-12-01, https://viz.measurementlab.net/location/nauspanewkensington?aggr=month&isps=AS11486x&start=2014-05-01&end=2017-12-01
153, AS13367x, nauspamanheim, 2017-01-01, 2019-02-01, https://viz.measurementlab.net/location/nauspamanheim?aggr=month&isps=AS13367x&start=2016-01-01&end=2019-02-01
153, AS13703, nausga, 2012-11-01, 2015-04-01, https://viz.measurementlab.net/location/nausga?aggr=month&isps=AS13703&start=2011-11-01&end=2015-04-01
153, AS14954, na, 2016-08-01, 2019-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS14954&start=2015-08-01&end=2019-02-01
153, AS22995, nacaonnapanee, 2014-02-01, 2016-10-01, https://viz.measurementlab.net/location/nacaonnapanee?aggr=month&isps=AS22995&start=2013-02-01&end=2016-10-01
153, AS262495, sa, 2015-11-01, 2018-06-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262495&start=2014-11-01&end=2018-06-01
153, AS262658, sa, 2013-08-01, 2018-01-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262658&start=2012-08-01&end=2018-01-01
153, AS262699, sa, 2015-03-01, 2018-07-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS262699&start=2014-03-01&end=2018-07-01
153, AS26608, saar, 2015-03-01, 2018-06-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS26608&start=2014-03-01&end=2018-06-01
153, AS27268, nausokada, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/nausokada?aggr=month&isps=AS27268&start=2016-01-01&end=2019-04-01
153, AS27940, saar, 2014-09-01, 2018-03-01, https://viz.measurementlab.net/location/saar?aggr=month&isps=AS27940&start=2013-09-01&end=2018-03-01
153, AS30036, nausiamasoncity, 2013-02-01, 2016-05-01, https://viz.measurementlab.net/location/nausiamasoncity?aggr=month&isps=AS30036&start=2012-02-01&end=2016-05-01
153, AS3292, euno14nærbø, 2015-09-01, 2017-07-01, https://viz.measurementlab.net/location/euno14nærbø?aggr=month&isps=AS3292&start=2014-09-01&end=2017-07-01
153, AS36170, naus, 2017-05-01, 2019-03-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS36170&start=2016-05-01&end=2019-03-01
153, AS3737, nauspawilkesbarre, 2011-08-01, 2013-05-01, https://viz.measurementlab.net/location/nauspawilkesbarre?aggr=month&isps=AS3737&start=2010-08-01&end=2013-05-01
153, AS40703, nausnynewyork, 2017-04-01, 2018-12-01, https://viz.measurementlab.net/location/nausnynewyork?aggr=month&isps=AS40703&start=2016-04-01&end=2018-12-01
153, AS41165, euua, 2012-06-01, 2017-02-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS41165&start=2011-06-01&end=2017-02-01
153, AS4181, nauswinewglarus, 2016-03-01, 2018-03-01, https://viz.measurementlab.net/location/nauswinewglarus?aggr=month&isps=AS4181&start=2015-03-01&end=2018-03-01
153, AS44395, as, 2013-12-01, 2015-11-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS44395&start=2012-12-01&end=2015-11-01
153, AS47331, eutr48mugla, 2014-05-01, 2015-11-01, https://viz.measurementlab.net/location/eutr48mugla?aggr=month&isps=AS47331&start=2013-05-01&end=2015-11-01
153, AS47454, eu, 2012-11-01, 2016-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS47454&start=2011-11-01&end=2016-04-01
153, AS47524, eutr71konya, 2013-10-01, 2015-12-01, https://viz.measurementlab.net/location/eutr71konya?aggr=month&isps=AS47524&start=2012-10-01&end=2015-12-01
153, AS47655, eu, 2016-04-01, 2017-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS47655&start=2015-04-01&end=2017-10-01
153, AS49478, euru, 2016-07-01, 2018-07-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS49478&start=2015-07-01&end=2018-07-01
153, AS49776, euru, 2014-04-01, 2017-02-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS49776&start=2013-04-01&end=2017-02-01
153, AS53005, sa, 2013-09-01, 2017-08-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS53005&start=2012-09-01&end=2017-08-01
153, AS57091, eu, 2014-03-01, 2016-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS57091&start=2013-03-01&end=2016-12-01
153, AS6199, na, 2016-12-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS6199&start=2015-12-01&end=2019-01-01
153, AS62810, na, 2012-06-01, 2017-05-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS62810&start=2011-06-01&end=2017-05-01
153, AS7029, nausnj, 2012-06-01, 2015-04-01, https://viz.measurementlab.net/location/nausnj?aggr=month&isps=AS7029&start=2011-06-01&end=2015-04-01
153, AS7078, naus, 2013-06-01, 2016-05-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS7078&start=2012-06-01&end=2016-05-01
154, AS10439, nausca, 2012-09-01, 2018-12-01, https://viz.measurementlab.net/location/nausca?aggr=month&isps=AS10439&start=2011-09-01&end=2018-12-01
154, AS10774x, nauscahuntingtonpark, 2012-10-01, 2015-08-01, https://viz.measurementlab.net/location/nauscahuntingtonpark?aggr=month&isps=AS10774x&start=2011-10-01&end=2015-08-01
154, AS10774x, nausmsittabena, 2016-03-01, 2019-03-01, https://viz.measurementlab.net/location/nausmsittabena?aggr=month&isps=AS10774x&start=2015-03-01&end=2019-03-01
154, AS13367x, nauspadallas, 2012-11-01, 2016-11-01, https://viz.measurementlab.net/location/nauspadallas?aggr=month&isps=AS13367x&start=2011-11-01&end=2016-11-01
154, AS13977, nausnhhanover, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/nausnhhanover?aggr=month&isps=AS13977&start=2016-01-01&end=2019-04-01
154, AS14131, nausohdayton, 2012-10-01, 2016-12-01, https://viz.measurementlab.net/location/nausohdayton?aggr=month&isps=AS14131&start=2011-10-01&end=2016-12-01
154, AS19119, nausflwinterpark, 2014-01-01, 2018-04-01, https://viz.measurementlab.net/location/nausflwinterpark?aggr=month&isps=AS19119&start=2013-01-01&end=2018-04-01
154, AS197364, eu, 2016-06-01, 2018-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS197364&start=2015-06-01&end=2018-03-01
154, AS20352, na, 2014-03-01, 2018-08-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS20352&start=2013-03-01&end=2018-08-01
154, AS20978, eutr35, 2013-07-01, 2015-09-01, https://viz.measurementlab.net/location/eutr35?aggr=month&isps=AS20978&start=2012-07-01&end=2015-09-01
154, AS23191, nausnysyracuse, 2015-12-01, 2019-02-01, https://viz.measurementlab.net/location/nausnysyracuse?aggr=month&isps=AS23191&start=2014-12-01&end=2019-02-01
154, AS26127x, nauscasandimas, 2012-03-01, 2015-03-01, https://viz.measurementlab.net/location/nauscasandimas?aggr=month&isps=AS26127x&start=2011-03-01&end=2015-03-01
154, AS26127x, nausnynewberlin, 2016-08-01, 2019-01-01, https://viz.measurementlab.net/location/nausnynewberlin?aggr=month&isps=AS26127x&start=2015-08-01&end=2019-01-01
154, AS26339, nausmigrandrapids, 2013-05-01, 2017-05-01, https://viz.measurementlab.net/location/nausmigrandrapids?aggr=month&isps=AS26339&start=2012-05-01&end=2017-05-01
154, AS26633, na, 2013-02-01, 2018-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS26633&start=2012-02-01&end=2018-03-01
154, AS26838, naus, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS26838&start=2015-09-01&end=2019-04-01
